Item_Identifier,Outlet_Identifier,Item_Outlet_Sales
NCF54,OUT019,803.0744126
FDZ08,OUT046,1389.482618
NCJ05,OUT018,2174.006172
FDF59,OUT046,2109.240126
NCO05,OUT035,1753.775727
FDW24,OUT018,603.5486068
NCX42,OUT018,2368.598889
NCA53,OUT035,942.0948139
FDI45,OUT019,913.6537143
FDG46,OUT046,1891.531573
FDM20,OUT010,1954.0617
FDW11,OUT010,846.064672
FDX08,OUT035,3044.976238
NCK17,OUT035,841.491775
FDK32,OUT018,2215.831969
NCA42,OUT035,2678.363565
DRI01,OUT035,2925.370919
NCL55,OUT049,4077.831248
DRE25,OUT018,1316.421522
FDD14,OUT017,2949.26571
FDB10,OUT046,3736.379085
DRN11,OUT035,2390.223922
FDP38,OUT018,615.2531497
NCA30,OUT017,3016.225629
FDT15,OUT017,2943.715822
NCP55,OUT018,719.4998771
FDF12,OUT035,2531.732403
FDM21,OUT018,3776.610943
FDX56,OUT035,3464.257451
FDF10,OUT017,2392.631263
FDT32,OUT045,3022.530525
FDM51,OUT018,1380.278285
NCR50,OUT018,2202.115306
FDI19,OUT049,3869.473436
FDX21,OUT017,1810.204672
FDR31,OUT035,2530.573525
FDY02,OUT013,4055.828798
NCA29,OUT045,2670.462005
NCX17,OUT046,3630.075402
FDM12,OUT045,3023.195904
FDI53,OUT027,3949.990172
NCU30,OUT049,2690.676235
FDC56,OUT027,3393.329616
FDK27,OUT018,1694.680592
NCK18,OUT017,2721.698906
FDB52,OUT019,2067.049101
DRG25,OUT027,4502.246469
FDZ13,OUT049,890.8147772
FDB57,OUT019,1675.927433
FDR40,OUT046,1385.507884
NCO14,OUT019,1169.539861
NCN19,OUT045,3001.864284
FDQ28,OUT019,514.0596125
FDO13,OUT018,2332.929492
FDK48,OUT013,1322.454655
FDU07,OUT018,2190.293894
FDW20,OUT046,2074.478422
FDV12,OUT010,259.3299799
FDH24,OUT013,2575.889681
FDV59,OUT049,3532.603756
FDK57,OUT045,1885.029375
FDL16,OUT027,2135.951703
NCQ17,OUT046,2440.227067
FDJ15,OUT018,2646.146908
FDX24,OUT049,1654.201894
FDT47,OUT046,1671.357813
FDT10,OUT049,1144.192621
FDZ37,OUT018,1214.88093
FDW43,OUT027,5140.939372
DRN36,OUT017,1690.810778
FDJ14,OUT045,1318.293958
FDA32,OUT013,3480.533223
FDJ38,OUT019,1119.56645
FDQ57,OUT017,2451.047198
NCQ41,OUT019,1142.018666
FDG56,OUT049,1142.03091
DRC13,OUT027,3533.321571
FDV55,OUT035,2500.818934
FDQ49,OUT045,2516.507451
FDE29,OUT010,1019.709011
FDR03,OUT013,3280.56059
FDD45,OUT049,1650.459819
FDN38,OUT010,2012.698855
FDT56,OUT046,1036.190336
FDT48,OUT045,3323.08645
FDU03,OUT049,2934.347924
FDC56,OUT010,61.93334667
NCO43,OUT027,3066.291342
FDQ27,OUT017,1715.283735
FDR03,OUT046,3299.222198
DRH23,OUT010,1115.004053
FDG22,OUT045,678.327297
NCJ42,OUT013,1693.505651
FDR24,OUT046,1558.277685
FDW60,OUT035,3013.051664
FDJ08,OUT013,3016.75363
DRL59,OUT018,617.1224013
FDG60,OUT010,1780.984728
FDW27,OUT017,2573.178461
FDX14,OUT018,930.1192635
FDC20,OUT013,993.2346345
NCS29,OUT018,3836.291266
FDJ56,OUT046,1618.100217
FDB20,OUT019,637.637717
FDL28,OUT027,5037.299461
FDW01,OUT018,2158.840997
FDL03,OUT046,3165.432931
FDX22,OUT049,3436.19784
FDJ21,OUT035,2516.983729
FDR31,OUT045,2368.087219
FDG21,OUT035,2847.659633
FDS22,OUT027,2241.587694
FDK08,OUT035,1791.136035
FDE17,OUT018,2149.423606
NCN30,OUT017,1637.681058
FDT50,OUT046,1537.86374
NCX42,OUT049,2682.073653
FDJ12,OUT035,3496.332992
NCA18,OUT027,3317.662158
FDP23,OUT019,1541.739024
FDX12,OUT013,3834.28624
FDN40,OUT018,2103.957469
FDV48,OUT035,1488.516041
NCY54,OUT013,2649.476593
FDL16,OUT010,1258.598582
FDR45,OUT018,3532.229933
FDJ52,OUT046,2558.719633
DRG01,OUT017,1409.343204
FDP52,OUT013,3636.679213
FDU58,OUT017,3078.223256
FDL02,OUT045,1688.401733
FDG28,OUT013,3834.521505
FDA19,OUT035,2245.762003
FDW46,OUT027,2585.482898
NCD43,OUT049,1748.914571
DRG39,OUT013,829.7942336
NCF55,OUT049,702.0171225
FDJ07,OUT046,1872.05564
FDE08,OUT046,2428.795337
FDP56,OUT019,1055.496789
FDT45,OUT045,873.354959
FDF17,OUT018,2774.772602
FDX44,OUT046,1490.341102
FDM28,OUT027,4265.377791
FDI36,OUT049,3265.939841
FDS07,OUT045,1823.284761
FDD36,OUT045,1895.377764
FDW11,OUT046,1076.434092
FDN40,OUT049,2482.230329
NCQ18,OUT049,1617.286215
NCQ54,OUT017,2730.712481
NCS42,OUT045,1415.864852
DRH39,OUT010,750.0302022
FDC09,OUT027,3201.614883
FDT08,OUT010,524.8668653
FDC08,OUT035,3801.56852
FDT20,OUT017,769.0233072
FDS35,OUT035,1227.583275
FDX58,OUT018,2638.592956
FDW58,OUT046,1785.796229
DRD27,OUT046,1607.550693
FDH32,OUT019,341.6961089
FDS26,OUT035,4214.608874
FDQ31,OUT046,1496.81006
FDP11,OUT018,3228.781568
FDD58,OUT017,1693.874678
FDM33,OUT045,3401.293116
FDZ16,OUT049,3124.133084
NCS29,OUT010,2168.127247
NCM18,OUT019,978.9874598
FDP11,OUT049,3579.304808
NCC42,OUT017,2316.960797
DRM23,OUT046,2710.168382
NCN55,OUT027,5217.746836
FDK46,OUT013,4071.929355
FDR01,OUT046,3198.352546
NCA05,OUT045,2350.446868
NCP43,OUT017,2923.265917
FDR12,OUT010,863.1109516
FDQ01,OUT013,4031.675266
FDM13,OUT046,2105.256398
FDQ19,OUT017,3974.993023
FDK56,OUT019,974.8907898
NCX06,OUT010,966.4203441
FDO56,OUT027,3425.91595
FDU45,OUT045,1826.901025
FDI16,OUT019,1092.138797
FDL32,OUT046,1878.654315
FDA07,OUT046,2074.246566
FDA14,OUT045,2242.777667
FDV46,OUT027,3716.320807
NCO07,OUT035,3536.429567
NCP41,OUT046,1732.784347
FDY60,OUT018,2065.893066
FDN38,OUT017,3979.690323
FDO15,OUT046,1281.126817
FDT60,OUT013,1986.098856
FDA55,OUT035,3758.360123
FDE02,OUT010,424.5922387
DRJ39,OUT049,3526.652169
FDV34,OUT035,1444.412187
FDS20,OUT027,4371.071202
FDF02,OUT027,3100.84082
FDW40,OUT017,2333.838116
NCB43,OUT046,2951.694591
FDR58,OUT017,1568.230358
DRJ59,OUT035,846.7809047
NCD30,OUT017,1685.189391
FDE14,OUT017,1717.695325
FDC28,OUT018,1432.064568
FDU16,OUT018,1107.542456
NCD19,OUT035,1093.870828
FDU21,OUT046,686.4542212
FDV59,OUT027,4915.815766
FDU03,OUT045,2872.224949
FDC33,OUT010,1323.982954
NCR42,OUT035,757.1821365
DRH59,OUT035,1369.323798
NCM31,OUT035,2636.218321
FDS50,OUT035,3603.985652
FDP39,OUT046,871.4961138
FDQ55,OUT013,1966.998409
FDV36,OUT019,110.7803856
FDI05,OUT027,2667.559632
FDS45,OUT027,3233.956781
FDA39,OUT045,612.3068189
FDC37,OUT010,119.6614563
FDJ60,OUT027,4144.499141
DRQ35,OUT046,1976.425493
NCJ06,OUT046,1952.565868
NCY42,OUT018,2032.851919
DRM37,OUT049,3274.922173
FDR14,OUT045,717.0532782
FDE51,OUT049,783.0421106
FDT33,OUT017,2769.559938
FDR08,OUT013,1869.272704
FDE36,OUT010,731.9843133
FDL22,OUT019,442.2613308
FDR44,OUT013,2142.308893
FDI56,OUT019,481.6351642
FDE47,OUT010,182.3851291
FDV27,OUT010,457.3344964
FDV10,OUT049,835.9492402
FDC40,OUT045,1212.084102
NCX41,OUT013,3332.101938
NCQ38,OUT027,3170.832281
FDV12,OUT027,3130.441839
FDE52,OUT017,1492.765432
FDG20,OUT027,4280.658805
FDV16,OUT027,2031.364279
FDI32,OUT017,1899.952797
FDJ32,OUT049,1172.527449
FDN39,OUT018,2425.591715
FDY34,OUT017,2794.394102
FDC14,OUT035,919.4455966
FDA55,OUT017,3686.686976
FDZ50,OUT010,914.6108261
DRG13,OUT049,2779.668167
FDP01,OUT013,2469.170366
NCG54,OUT017,2785.917757
FDM13,OUT045,2050.300508
NCO18,OUT027,4277.477383
NCW41,OUT013,2494.526294
FDM52,OUT027,3785.449788
NCF55,OUT035,763.8946031
FDT09,OUT046,2194.156353
NCM19,OUT035,1949.22765
FDW12,OUT018,2153.615685
FDP15,OUT019,2029.67018
FDK36,OUT045,825.4302361
FDZ25,OUT035,2938.362807
NCW06,OUT049,3130.968551
FDW60,OUT046,2919.374557
DRC49,OUT013,2367.430158
NCT17,OUT035,3134.198402
NCN06,OUT018,2294.107436
FDC45,OUT013,2714.865178
DRJ47,OUT019,768.0090286
NCF06,OUT045,4010.799227
FDE21,OUT010,26.76454598
DRG27,OUT013,620.5056824
FDW40,OUT049,2314.431077
NCO53,OUT046,2873.496449
FDE23,OUT049,941.7947679
FDQ16,OUT046,1755.702766
FDS26,OUT045,3971.974965
FDZ13,OUT010,1143.100157
FDS14,OUT049,2507.206898
FDC10,OUT045,1899.550991
FDY16,OUT049,3038.682732
FDJ20,OUT035,2221.653677
FDV43,OUT035,917.8058514
FDZ32,OUT027,3230.752019
FDR23,OUT046,2826.908523
FDN24,OUT035,1049.483265
FDE34,OUT027,4334.83844
FDU31,OUT013,3518.873536
FDW33,OUT018,1452.135159
FDU26,OUT046,1891.603902
FDE20,OUT027,4229.081164
NCW05,OUT035,1805.828283
FDB22,OUT018,2183.93826
FDO56,OUT046,1957.785824
FDA19,OUT027,3560.340919
DRI39,OUT045,819.7919006
FDH52,OUT018,730.2133691
FDZ50,OUT035,3008.501346
NCN42,OUT035,2516.401052
FDB53,OUT013,2294.495626
DRG11,OUT017,1796.219879
DRK11,OUT027,4005.141991
FDQ60,OUT017,2063.448223
FDT36,OUT017,680.5327771
DRG25,OUT018,2738.996716
DRJ23,OUT046,3031.412637
FDG05,OUT035,2645.810043
NCK06,OUT018,1672.818227
FDU52,OUT017,2489.607512
FDW07,OUT018,1193.745962
NCM17,OUT045,687.7315744
FDA22,OUT045,2668.838903
NCA41,OUT018,2793.605003
FDF38,OUT035,929.0673192
FDH52,OUT046,1053.543896
FDY58,OUT019,1833.847472
FDZ16,OUT045,2994.25328
NCM18,OUT017,1075.751557
FDA22,OUT018,2414.269088
NCJ43,OUT035,2938.698208
FDI34,OUT027,5108.027999
FDG56,OUT046,1099.485259
FDS34,OUT046,1924.878141
DRC01,OUT035,1104.845386
FDQ04,OUT035,781.482995
FDK04,OUT035,1084.637192
FDT51,OUT049,1874.777638
FDV26,OUT017,3149.370926
FDS04,OUT049,2224.086104
FDW43,OUT018,3414.038116
FDQ28,OUT010,524.2338706
NCK06,OUT017,2018.219535
FDS23,OUT018,1801.0541
FDZ36,OUT019,1079.930305
FDE56,OUT018,786.8364056
FDW10,OUT027,4263.419235
NCN14,OUT045,2891.840488
NCQ18,OUT045,1498.195365
FDW08,OUT017,1857.404601
FDU43,OUT035,3947.600636
FDR33,OUT010,140.5213425
FDM24,OUT010,513.7672139
NCZ05,OUT046,1656.883169
NCV41,OUT035,1962.928154
FDV11,OUT018,2539.103162
NCY05,OUT035,779.8389363
FDV44,OUT018,2781.419952
FDW32,OUT049,1513.471311
NCU18,OUT027,3712.142118
NCC43,OUT035,4110.704461
FDW19,OUT013,1863.283638
FDN31,OUT035,3210.222338
FDI48,OUT045,871.3246618
FDS24,OUT017,1605.927053
FDF46,OUT049,1970.695416
DRG23,OUT017,2457.276348
FDG14,OUT018,2174.275448
NCY30,OUT049,2931.840055
FDO28,OUT018,1673.272852
DRD24,OUT035,2499.501912
FDI33,OUT049,1579.102349
FDN32,OUT046,3021.937952
FDR16,OUT045,3276.731044
FDF26,OUT046,2507.588317
NCN29,OUT018,563.2191441
FDE20,OUT045,2719.878196
FDA46,OUT046,3053.145486
FDU28,OUT045,2914.857421
FDQ48,OUT045,1638.078909
FDV36,OUT013,2119.77185
FDR14,OUT018,503.9868503
FDP23,OUT017,3534.701918
FDP56,OUT013,902.9090399
FDK48,OUT010,628.7546818
FDR48,OUT046,2442.913311
NCY29,OUT049,1010.837527
FDM22,OUT018,681.6974553
DRJ01,OUT013,2609.980576
FDZ43,OUT045,3860.039951
FDV03,OUT035,2586.500307
FDX11,OUT027,4359.476997
NCA41,OUT027,4499.991196
FDE38,OUT017,2739.914151
FDI27,OUT018,478.4970095
FDN32,OUT013,2966.683707
NCN43,OUT017,2054.712509
FDB47,OUT027,4728.327168
FDV03,OUT017,2522.526348
NCN30,OUT045,1524.59926
NCV54,OUT010,16.25518538
FDV07,OUT013,1818.520228
FDP07,OUT049,3239.967287
FDK48,OUT018,971.3931603
FDM15,OUT019,463.6858255
FDY19,OUT027,3381.333596
FDK46,OUT046,4114.845353
FDY11,OUT045,1117.306202
FDH09,OUT046,1196.439926
FDO08,OUT027,4142.162622
FDU14,OUT013,3898.342708
FDD22,OUT027,3261.904724
FDM27,OUT017,2524.582349
FDL02,OUT027,3182.756317
NCA17,OUT035,2518.256816
FDE38,OUT019,699.2400375
NCG07,OUT049,3051.780605
DRC27,OUT013,3831.418987
FDA27,OUT035,4156.525173
FDW40,OUT045,2195.347116
DRI11,OUT013,1845.869391
FDN50,OUT046,1622.461203
FDR12,OUT046,2809.225962
FDT34,OUT027,3096.994064
FDW11,OUT035,1220.949434
NCO30,OUT027,4358.701229
FDZ34,OUT017,3187.550317
FDU45,OUT017,1951.65075
NCD42,OUT035,806.6104736
FDX25,OUT045,2798.394124
NCR29,OUT046,1123.27497
FDX43,OUT019,809.2447479
FDB04,OUT010,541.9349201
FDR49,OUT027,2213.765929
FDS39,OUT018,1969.683456
FDW58,OUT045,1713.357179
FDG22,OUT019,1286.206988
FDG31,OUT017,1096.99163
NCV53,OUT027,5230.10569
DRJ37,OUT035,2602.537844
FDV07,OUT035,1972.067917
FDW52,OUT018,2370.781897
FDT15,OUT045,2884.494572
FDD02,OUT018,1658.915876
FDM16,OUT035,1366.623347
NCE55,OUT046,2751.523774
FDB57,OUT018,3321.614194
FDQ04,OUT013,686.4896699
FDQ47,OUT019,1364.905305
FDY14,OUT019,2131.223319
DRK37,OUT017,3113.672166
FDO25,OUT017,3357.560696
FDL57,OUT046,4148.501587
NCK29,OUT018,1643.193065
FDK46,OUT027,5583.982144
NCB43,OUT010,980.0888526
DRE01,OUT027,5250.502244
FDC46,OUT018,2652.221436
FDQ23,OUT045,1688.543491
FDX38,OUT049,897.3081185
FDG60,OUT018,3485.696162
FDW55,OUT017,4046.354036
FDP39,OUT013,814.7232066
FDB20,OUT018,1054.103305
FDV21,OUT017,2048.933564
FDZ02,OUT013,1544.588873
FDP19,OUT027,3672.409252
FDA38,OUT035,3913.190685
FDH22,OUT045,1925.251687
DRM11,OUT045,4035.321362
FDO12,OUT027,4585.349518
FDT14,OUT049,1944.932948
FDW34,OUT010,1937.208265
FDG04,OUT027,4415.630066
FDW59,OUT018,1174.727794
FDR33,OUT018,1511.550957
FDP32,OUT013,2122.086531
FDL13,OUT027,5133.227617
FDD22,OUT013,1821.372714
FDV40,OUT027,2624.139617
NCD55,OUT046,712.0207811
FDQ20,OUT010,1147.861293
FDD28,OUT045,890.793592
FDC39,OUT045,3136.097435
NCR17,OUT049,1957.030055
DRO35,OUT018,1594.801567
FDF40,OUT049,4000.674778
FDR31,OUT018,2096.60741
NCQ41,OUT017,3173.547676
FDP38,OUT046,862.4544368
NCU54,OUT027,4717.034413
FDG22,OUT018,403.774302
DRK59,OUT013,3661.053265
FDC37,OUT046,1783.759265
NCO42,OUT013,2341.566107
NCT42,OUT017,2462.107877
FDX27,OUT035,1685.32005
FDV40,OUT018,942.2610194
FDT45,OUT027,2562.544796
FDS47,OUT019,567.6090192
FDR45,OUT035,3927.642521
FDB03,OUT045,3652.031131
FDO49,OUT035,1068.136511
FDU60,OUT027,4159.554993
FDB26,OUT018,665.659989
FDB46,OUT017,3469.295535
FDQ37,OUT019,1109.652333
FDN03,OUT017,4018.786579
NCX30,OUT045,3870.728869
FDK32,OUT019,570.2293465
DRM47,OUT013,3025.674209
NCO02,OUT046,1133.841542
FDP04,OUT013,1060.581196
NCO43,OUT049,1718.175651
FDD59,OUT013,1411.155064
FDQ10,OUT017,2826.216441
FDW45,OUT035,2543.876979
NCK30,OUT049,4081.592499
FDU31,OUT018,3199.995592
NCQ17,OUT019,441.4017838
FDN01,OUT017,2840.130689
FDZ19,OUT049,2864.325043
DRG37,OUT017,2634.795173
FDE32,OUT045,665.9935915
FDO34,OUT049,2779.339507
FDM04,OUT019,1042.708104
FDZ25,OUT049,2850.292388
FDU08,OUT049,1734.111038
NCW30,OUT045,4017.10762
NCM18,OUT013,992.4261847
FDS22,OUT035,946.1696735
NCH18,OUT017,3916.060256
FDC23,OUT013,2913.357389
FDY46,OUT013,2979.026446
NCU06,OUT046,3620.418625
FDX57,OUT045,1602.203339
FDX36,OUT027,5011.100168
FDL16,OUT045,661.9250612
FDT16,OUT010,2173.435733
FDN16,OUT018,1377.75649
FDC03,OUT046,3022.022185
DRF60,OUT013,3998.216147
FDS27,OUT027,4555.605984
FDP33,OUT010,2054.175314
FDJ36,OUT018,1325.762109
NCR42,OUT013,562.0441665
FDV14,OUT017,1439.55381
NCP42,OUT035,3239.130276
FDB50,OUT027,2705.310014
NCC30,OUT027,4249.345396
FDA23,OUT018,1400.410034
FDW16,OUT017,1564.936865
FDQ52,OUT010,1895.646948
FDB58,OUT049,2433.612228
NCP29,OUT049,1073.395855
NCM05,OUT045,4071.879192
FDO25,OUT013,3484.329089
NCM54,OUT046,2089.569017
NCL54,OUT046,2780.214066
FDL39,OUT010,920.2267252
FDF53,OUT018,2574.938264
NCQ42,OUT035,2174.46121
FDF58,OUT013,1083.484073
FDZ04,OUT035,1183.225655
FDE26,OUT019,325.521416
FDS60,OUT017,2972.111392
FDV58,OUT017,3190.385089
FDM04,OUT045,820.3379684
FDE08,OUT035,2535.422237
NCB43,OUT049,3011.163825
FDU11,OUT010,18.99571576
FDF22,OUT019,1423.902683
FDE24,OUT013,2244.320042
DRJ49,OUT046,2192.114245
NCQ53,OUT035,3864.396191
NCL41,OUT013,610.2961981
FDR22,OUT013,1859.46052
FDH04,OUT035,1657.032692
DRH15,OUT045,796.2901938
FDY40,OUT049,937.7486698
NCI17,OUT035,1671.416992
NCC18,OUT013,2778.126385
FDY28,OUT027,4733.198954
FDB45,OUT027,3179.7415
NCL30,OUT018,1757.789676
FDM10,OUT017,3443.150496
FDH22,OUT027,3472.358879
NCZ53,OUT017,3069.609547
NCI18,OUT013,3521.100597
FDH14,OUT027,3762.29899
FDR36,OUT027,2224.638185
FDW01,OUT045,2382.581239
FDK02,OUT027,3357.636328
FDJ02,OUT018,2135.643699
FDU55,OUT013,4142.923052
NCV18,OUT027,2791.298235
FDH14,OUT018,1997.740617
FDZ37,OUT045,1455.52221
FDX49,OUT049,3753.402479
NCD43,OUT046,1681.056461
FDZ07,OUT013,1075.070359
FDK43,OUT035,2157.314977
FDR32,OUT018,3381.705215
FDT39,OUT013,2432.988318
NCV54,OUT017,1998.823626
FDF38,OUT018,507.4722014
FDV60,OUT046,3182.429677
FDH44,OUT027,3839.707597
FDS21,OUT046,1114.15836
NCL41,OUT045,748.1562719
FDM46,OUT017,1560.097497
FDU27,OUT045,750.622126
NCJ54,OUT017,3722.607886
DRG51,OUT018,2328.059815
NCA29,OUT019,768.8706104
FDR47,OUT045,3058.785609
NCL19,OUT027,3738.438193
DRG01,OUT049,1424.002528
FDG10,OUT046,1052.629797
NCV05,OUT049,2498.594861
NCH18,OUT019,1887.378511
FDV14,OUT018,1097.261032
DRJ23,OUT035,3158.982219
DRJ11,OUT046,2948.65616
FDZ03,OUT017,2977.429592
FDI27,OUT010,1161.343358
FDJ14,OUT018,1111.512741
FDU32,OUT017,2056.52824
FDD47,OUT027,4208.984452
DRF36,OUT035,3243.165747
FDM21,OUT046,4071.630543
FDV10,OUT018,503.9145036
FDH60,OUT018,2863.906403
FDX47,OUT010,644.3800691
FDT19,OUT019,754.7143983
FDO11,OUT045,3975.868624
FDH24,OUT027,4003.210978
FDL02,OUT018,1495.430952
FDB02,OUT049,2924.74829
FDA43,OUT046,3143.30673
FDG52,OUT045,710.4616865
DRC12,OUT013,3074.56964
FDY37,OUT018,2059.312221
NCU18,OUT045,2201.185615
FDU09,OUT035,1128.826526
DRJ25,OUT027,2298.036629
DRE12,OUT018,1592.178693
DRL47,OUT017,2080.644737
DRK01,OUT046,1811.341282
FDC22,OUT019,1059.325385
FDG44,OUT013,901.989588
FDW04,OUT035,2227.667601
FDK09,OUT049,3672.81486
NCN43,OUT035,2141.647481
FDG04,OUT049,3036.864932
FDH32,OUT010,361.6690536
DRI47,OUT017,2400.23303
DRE15,OUT013,1202.729445
FDY11,OUT035,1341.389934
FDO60,OUT049,894.7227257
FDQ20,OUT018,485.1609029
FDO57,OUT027,3998.534664
FDT14,OUT019,106.9817887
FDA57,OUT049,812.9462825
DRN35,OUT017,675.5921367
FDJ03,OUT046,839.5624601
FDX28,OUT017,1636.089491
DRE25,OUT045,1493.957016
FDR09,OUT046,4122.399725
FDB23,OUT035,3837.065588
FDO08,OUT045,2621.71008
FDQ23,OUT049,1762.935431
FDW04,OUT013,2077.209143
DRK13,OUT010,1220.500989
NCL17,OUT027,3654.56456
FDY21,OUT035,3190.784785
FDJ38,OUT027,4506.959808
FDA37,OUT019,127.8336035
FDV43,OUT013,796.6221645
FDL36,OUT046,1537.183307
FDD53,OUT045,639.3624574
FDZ19,OUT010,873.8731207
FDV21,OUT045,1930.584969
NCL54,OUT018,2487.779812
DRI47,OUT027,3748.273919
DRG03,OUT049,2502.00596
FDG21,OUT013,2672.581422
FDW03,OUT018,1425.233779
NCI55,OUT046,1980.894846
DRC36,OUT019,937.5352443
FDH22,OUT017,2072.930486
FDV20,OUT045,2075.545624
NCU41,OUT027,4474.676269
FDN46,OUT027,3133.10547
FDK50,OUT045,2549.452345
NCA05,OUT027,3791.24653
DRH01,OUT018,2524.939612
FDT08,OUT018,2151.895955
FDM08,OUT018,3325.078221
FDZ07,OUT035,1213.193823
FDS22,OUT017,919.2661893
FDV35,OUT027,3940.631078
FDI28,OUT010,649.3335594
FDW58,OUT027,3221.878523
FDT52,OUT045,3805.413012
FDY34,OUT046,2693.696217
FDR10,OUT046,2619.594641
FDK57,OUT017,2011.240522
FDR02,OUT027,3166.667187
FDX49,OUT046,3717.041659
FDQ20,OUT046,766.8709232
DRK23,OUT045,3886.418331
NCW06,OUT046,3043.733475
FDR31,OUT017,2469.705879
NCE43,OUT013,2644.356343
DRO59,OUT027,2687.573633
FDN09,OUT049,3954.157139
FDR11,OUT046,2607.42798
FDO57,OUT013,2575.725526
NCX18,OUT017,3192.873103
FDB05,OUT018,3584.708149
FDQ08,OUT018,824.706156
NCG43,OUT035,1664.613077
FDJ56,OUT013,1619.911083
FDA13,OUT010,1287.330583
FDO56,OUT017,2013.716702
FDB37,OUT018,3608.659798
FDZ02,OUT018,1270.352996
FDQ24,OUT046,3977.478672
FDM16,OUT013,1220.77869
FDU35,OUT049,1713.618582
FDT35,OUT035,2899.726501
NCX30,OUT049,3977.471038
FDG04,OUT017,3028.741292
FDI12,OUT035,1594.762403
FDE35,OUT035,1243.12379
NCP14,OUT027,3115.52142
NCY53,OUT045,1715.257962
FDP49,OUT017,1014.855901
FDQ04,OUT017,748.242511
FDM39,OUT035,2923.294473
FDO58,OUT019,668.8386596
FDC56,OUT017,1990.042766
NCQ54,OUT046,2691.637456
FDV10,OUT027,2220.019819
NCK17,OUT046,706.2202194
NCF55,OUT027,2087.131329
FDV33,OUT013,4138.216097
NCH29,OUT019,386.3166328
FDA37,OUT027,3501.287077
FDH46,OUT018,1423.136907
FDS25,OUT035,1930.858479
FDH04,OUT027,2922.391897
FDX52,OUT046,3048.250764
NCD42,OUT017,728.901573
FDW47,OUT017,2079.563743
FDL25,OUT027,2942.781589
NCJ06,OUT010,23.91459063
FDY09,OUT013,2790.993856
FDS40,OUT046,669.6921527
FDH41,OUT017,3415.815767
FDG38,OUT035,1579.948609
FDU03,OUT027,4288.059419
FDV20,OUT046,2144.362364
DRB13,OUT045,3074.144914
NCQ30,OUT013,1924.414282
NCH06,OUT013,3831.031923
FDU50,OUT018,1536.282013
NCO42,OUT019,382.899442
FDW09,OUT018,1101.426243
FDH04,OUT013,1484.993205
FDC21,OUT045,1766.633909
FDL21,OUT049,855.5184165
FDM46,OUT010,474.481417
FDT22,OUT019,966.2068517
FDB28,OUT035,3205.165135
FDI12,OUT018,1205.363518
FDA28,OUT045,1980.231588
FDF59,OUT013,2101.762809
FDM45,OUT027,3436.819806
FDQ56,OUT017,1439.525646
FDR46,OUT049,2390.601577
FDT01,OUT013,3336.451148
FDD16,OUT027,2650.689596
NCU30,OUT010,634.6089026
FDM40,OUT010,250.2727303
FDI56,OUT035,1677.207225
NCS30,OUT013,2003.98099
FDU08,OUT017,1724.404534
FDX51,OUT027,4545.323824
FDA43,OUT045,3092.970752
FDX59,OUT010,1282.113002
FDC37,OUT018,1488.178946
FDP58,OUT013,3429.019498
NCY42,OUT035,2422.074077
FDF21,OUT018,2790.441894
FDU10,OUT027,2162.004511
DRL47,OUT018,1729.104739
FDA58,OUT018,3508.773342
FDJ22,OUT049,3124.22242
FDK50,OUT046,2565.239178
FDO38,OUT035,1447.828384
DRF60,OUT035,3983.396883
NCZ42,OUT019,1797.871507
FDD35,OUT049,2063.199473
FDL25,OUT045,1441.617435
FDJ16,OUT013,896.2361044
DRK59,OUT049,3746.502183
FDI50,OUT046,3710.080753
NCB19,OUT045,1336.509578
DRI37,OUT035,1191.784088
FDA14,OUT027,3740.221294
FDC08,OUT018,3366.475788
FDS45,OUT046,1759.736793
FDI21,OUT049,1172.730224
DRJ47,OUT035,2911.450955
DRE37,OUT027,4474.536525
FDT55,OUT018,2315.73321
NCG42,OUT027,3504.80409
FDA31,OUT049,2800.652721
NCW42,OUT046,3539.414011
FDF50,OUT017,3136.667239
FDK56,OUT049,3034.11514
FDX10,OUT035,803.5391833
NCK07,OUT027,4052.205147
FDZ49,OUT017,3578.121506
FDR33,OUT013,1778.05741
FDO44,OUT018,1578.766684
FDA20,OUT046,2999.383894
NCL30,OUT045,1996.919516
FDI05,OUT019,784.6042573
FDQ12,OUT018,3369.100677
FDH47,OUT017,1744.85772
FDH34,OUT018,2694.153699
FDF29,OUT046,2139.854615
FDG40,OUT018,311.6270663
NCE18,OUT017,3989.818933
FDP21,OUT010,1136.02844
FDY50,OUT013,1343.643072
FDB36,OUT049,2229.734835
NCZ29,OUT049,2092.791032
FDU20,OUT018,1731.504065
FDO56,OUT013,1962.62159
FDW31,OUT049,3276.512034
DRH59,OUT013,1212.703673
NCB30,OUT017,3197.434816
FDK43,OUT027,3478.290172
FDW43,OUT045,3656.222503
NCL19,OUT017,2358.867588
FDJ27,OUT046,1619.429698
FDC45,OUT046,2903.000556
FDY40,OUT035,1004.079161
NCM41,OUT035,1638.996232
NCK18,OUT019,695.6284749
FDP37,OUT049,2114.471414
FDA27,OUT027,5444.608508
NCX30,OUT035,4047.055042
FDR09,OUT017,4124.324275
FDG08,OUT027,4196.349763
NCU30,OUT013,2602.054847
FDB16,OUT017,1448.772806
FDM16,OUT017,1287.314508
FDC48,OUT013,1383.489326
NCF18,OUT046,3001.900576
FDU46,OUT018,1151.868069
FDH41,OUT018,3061.228157
NCN42,OUT010,428.3667632
FDU49,OUT046,1524.181543
FDB20,OUT027,2763.891374
